ID,가격
TEST_00000,94.104774
TEST_00001,27.133457
TEST_00002,86.84475
TEST_00003,127.24807
TEST_00004,49.12983
TEST_00005,50.8145
TEST_00006,72.16234
TEST_00007,50.42148
TEST_00008,51.874535
TEST_00009,22.121296
TEST_00010,21.681587
TEST_00011,9.103262
TEST_00012,51.672836
TEST_00013,39.51734
TEST_00014,28.7423
TEST_00015,69.21228
TEST_00016,10.199369
TEST_00017,130.94293
TEST_00018,20.809618
TEST_00019,47.252975
TEST_00020,60.65333
TEST_00021,32.60984
TEST_00022,108.57986
TEST_00023,120.207664
TEST_00024,104.23308
TEST_00025,51.052364
TEST_00026,26.035936
TEST_00027,51.366577
TEST_00028,32.363266
TEST_00029,87.71201
TEST_00030,114.482155
TEST_00031,96.06512
TEST_00032,30.087252
TEST_00033,18.31014
TEST_00034,24.27588
TEST_00035,70.338066
TEST_00036,27.383228
TEST_00037,32.462044
TEST_00038,28.580149
TEST_00039,52.74805
TEST_00040,63.75035
TEST_00041,75.62272
TEST_00042,9.849462
TEST_00043,92.75391
TEST_00044,51.68179
TEST_00045,107.37373
TEST_00046,55.080967
TEST_00047,122.4758
TEST_00048,117.69603
TEST_00049,22.862186
TEST_00050,15.165401
TEST_00051,42.814713
TEST_00052,22.586739
TEST_00053,38.603436
TEST_00054,36.268543
TEST_00055,31.533766
TEST_00056,94.53467
TEST_00057,6.3432226
TEST_00058,113.31236
TEST_00059,55.09243
TEST_00060,34.594254
TEST_00061,105.59631
TEST_00062,20.21652
TEST_00063,7.3357396
TEST_00064,57.83457
TEST_00065,47.980793
TEST_00066,34.591053
TEST_00067,10.015287
TEST_00068,66.5145
TEST_00069,150.37865
TEST_00070,118.99327
TEST_00071,46.00875
TEST_00072,77.10714
TEST_00073,27.365461
TEST_00074,23.436762
TEST_00075,109.95158
TEST_00076,15.973557
TEST_00077,111.45288
TEST_00078,30.338406
TEST_00079,27.258837
TEST_00080,14.395472
TEST_00081,90.51787
TEST_00082,104.030045
TEST_00083,21.243532
TEST_00084,27.778328
TEST_00085,47.25991
TEST_00086,40.037453
TEST_00087,38.30459
TEST_00088,27.255783
TEST_00089,30.337732
TEST_00090,23.827953
TEST_00091,25.994047
TEST_00092,36.385475
TEST_00093,8.145429
TEST_00094,34.780247
TEST_00095,82.140305
TEST_00096,9.056376
TEST_00097,49.885906
TEST_00098,27.30684
TEST_00099,29.972008
TEST_00100,18.747501
TEST_00101,86.25006
TEST_00102,44.497395
TEST_00103,30.486776
TEST_00104,21.218592
TEST_00105,22.488857
TEST_00106,26.01512
TEST_00107,26.176468
TEST_00108,91.656166
TEST_00109,30.17111
TEST_00110,29.301577
TEST_00111,122.77867
TEST_00112,59.66725
TEST_00113,102.89199
TEST_00114,10.695086
TEST_00115,18.435566
TEST_00116,45.584198
TEST_00117,50.7822
TEST_00118,8.794582
TEST_00119,19.582365
TEST_00120,9.118392
TEST_00121,56.09115
TEST_00122,21.730263
TEST_00123,33.559143
TEST_00124,29.521877
TEST_00125,79.92578
TEST_00126,35.845562
TEST_00127,20.418812
TEST_00128,100.155045
TEST_00129,52.437374
TEST_00130,28.103672
TEST_00131,19.265003
TEST_00132,61.45946
TEST_00133,23.162998
TEST_00134,118.79771
TEST_00135,19.260962
TEST_00136,17.021482
TEST_00137,18.54689
TEST_00138,23.173344
TEST_00139,47.74358
TEST_00140,104.956406
TEST_00141,114.48165
TEST_00142,31.225613
TEST_00143,20.63549
TEST_00144,36.285408
TEST_00145,22.68618
TEST_00146,103.44824
TEST_00147,55.465538
TEST_00148,39.12014
TEST_00149,98.61857
TEST_00150,112.75142
TEST_00151,30.919949
TEST_00152,77.50052
TEST_00153,31.645123
TEST_00154,65.90475
TEST_00155,21.971601
TEST_00156,2.1473572
TEST_00157,107.420876
TEST_00158,99.57314
TEST_00159,70.18326
TEST_00160,59.99394
TEST_00161,74.05233
TEST_00162,38.150005
TEST_00163,101.0122
TEST_00164,123.981865
TEST_00165,20.49194
TEST_00166,106.34092
TEST_00167,100.561356
TEST_00168,78.81864
TEST_00169,14.534131
TEST_00170,22.879248
TEST_00171,50.311935
TEST_00172,25.945103
TEST_00173,21.428215
TEST_00174,58.315857
TEST_00175,39.92586
TEST_00176,28.066778
TEST_00177,45.540165
TEST_00178,67.45133
TEST_00179,31.577608
TEST_00180,10.151712
TEST_00181,21.400127
TEST_00182,59.409534
TEST_00183,9.600634
TEST_00184,23.327291
TEST_00185,100.589615
TEST_00186,50.469208
TEST_00187,39.00395
TEST_00188,97.88964
TEST_00189,42.38675
TEST_00190,66.741844
TEST_00191,58.604534
TEST_00192,41.91023
TEST_00193,100.07421
TEST_00194,114.943275
TEST_00195,74.245926
TEST_00196,32.221024
TEST_00197,53.404922
TEST_00198,108.2633
TEST_00199,14.022488
TEST_00200,49.473763
TEST_00201,28.578295
TEST_00202,37.922035
TEST_00203,40.13142
TEST_00204,30.863073
TEST_00205,70.52795
TEST_00206,53.445618
TEST_00207,50.084297
TEST_00208,23.024511
TEST_00209,102.24692
TEST_00210,50.101902
TEST_00211,26.921667
