ID,가격
TEST_00000,92.42201482707158
TEST_00001,26.186740259801773
TEST_00002,83.69676064701314
TEST_00003,127.05412527088107
TEST_00004,49.0002264701444
TEST_00005,36.60538566008359
TEST_00006,71.19410587854091
TEST_00007,49.12552573186731
TEST_00008,51.40882187181555
TEST_00009,21.93976665028473
TEST_00010,21.39541938740788
TEST_00011,8.272738818063788
TEST_00012,52.35875224468249
TEST_00013,24.704295367262652
TEST_00014,28.08268503833689
TEST_00015,70.65354555225152
TEST_00016,11.25741427948678
TEST_00017,131.5362759048965
TEST_00018,21.732321386348886
TEST_00019,45.66423263686299
TEST_00020,56.97880010535448
TEST_00021,30.71118892402532
TEST_00022,120.66437895952167
TEST_00023,119.1874441034991
TEST_00024,105.93297259906436
TEST_00025,50.335912426957854
TEST_00026,25.3206149923748
TEST_00027,51.98232915467586
TEST_00028,32.619177872675515
TEST_00029,88.86234079918552
TEST_00030,122.2278382426468
TEST_00031,97.11644504629287
TEST_00032,30.16374480380418
TEST_00033,18.672341748176336
TEST_00034,25.493818495324167
TEST_00035,69.01984181450388
TEST_00036,28.09235889815872
TEST_00037,26.9451358107891
TEST_00038,29.61611331181436
TEST_00039,57.11519484634554
TEST_00040,63.32435573423551
TEST_00041,77.52553706854133
TEST_00042,9.503429372698664
TEST_00043,86.74893450058683
TEST_00044,49.243122445206154
TEST_00045,111.73587458794205
TEST_00046,51.179532704841726
TEST_00047,123.36955402009909
TEST_00048,111.21651118169082
TEST_00049,23.370151544088294
TEST_00050,15.762137950509906
TEST_00051,30.229183766081775
TEST_00052,23.079244053294968
TEST_00053,39.43727011333909
TEST_00054,36.17824634024714
TEST_00055,30.6585452703449
TEST_00056,86.62200935128266
TEST_00057,8.269359730297097
TEST_00058,111.3107499030984
TEST_00059,52.56417094579042
TEST_00060,33.418364840405324
TEST_00061,95.70996738186507
TEST_00062,19.798156520703582
TEST_00063,8.757233414520277
TEST_00064,57.77790726710251
TEST_00065,44.64044565889153
TEST_00066,33.93717864676069
TEST_00067,9.742030175949374
TEST_00068,61.87153247345484
TEST_00069,146.5893651178105
TEST_00070,119.71009587748536
TEST_00071,48.36899501074959
TEST_00072,76.49460320324955
TEST_00073,16.47712062126301
TEST_00074,32.9804930916079
TEST_00075,122.27869464547958
TEST_00076,15.065987718876757
TEST_00077,110.38609186068412
TEST_00078,30.337518273142415
TEST_00079,29.32690077462083
TEST_00080,16.11374855289394
TEST_00081,81.11441984323433
TEST_00082,103.88142381389083
TEST_00083,22.023579805971725
TEST_00084,28.489390765291194
TEST_00085,44.54650476234733
TEST_00086,46.091801490478545
TEST_00087,45.365470985346214
TEST_00088,27.63838630193332
TEST_00089,30.423045748830056
TEST_00090,23.44467413653227
TEST_00091,26.179746058677964
TEST_00092,37.02937673048786
TEST_00093,10.805724512416875
TEST_00094,36.374894302029396
TEST_00095,83.414535521954
TEST_00096,7.910184732272667
TEST_00097,52.255918379029566
TEST_00098,25.38211967393042
TEST_00099,30.026995364494976
TEST_00100,20.720626324038882
TEST_00101,87.25514269137322
TEST_00102,41.827671028821506
TEST_00103,29.72367364022138
TEST_00104,23.5559488158786
TEST_00105,22.795235867247392
TEST_00106,25.7457531568079
TEST_00107,26.059038554512135
TEST_00108,84.81984698394892
TEST_00109,30.088039638722936
TEST_00110,26.802222140665258
TEST_00111,126.29088694698325
TEST_00112,57.68464677145443
TEST_00113,109.46780288251482
TEST_00114,11.995292499187903
TEST_00115,19.11287834837433
TEST_00116,43.89885569034918
TEST_00117,50.1325226316025
TEST_00118,11.421907476019078
TEST_00119,16.740310712844657
TEST_00120,7.703474466151505
TEST_00121,54.430249983708066
TEST_00122,22.080024120371093
TEST_00123,33.262250736027255
TEST_00124,35.37191583131938
TEST_00125,80.47996726586268
TEST_00126,33.88102416529317
TEST_00127,22.39688482185134
TEST_00128,100.93023779151116
TEST_00129,51.68047262142878
TEST_00130,26.746787866059556
TEST_00131,21.675772783921985
TEST_00132,62.29687257391533
TEST_00133,24.885329158570066
TEST_00134,118.07325652962146
TEST_00135,20.359821963807097
TEST_00136,17.599608954772364
TEST_00137,10.735323149121635
TEST_00138,23.39596697355005
TEST_00139,48.33438550799072
TEST_00140,109.59541963286831
TEST_00141,124.70165543995437
TEST_00142,32.45395335054201
TEST_00143,22.13808479668524
TEST_00144,31.829716839654758
TEST_00145,19.540654817476316
TEST_00146,94.81943215109456
TEST_00147,54.986754368965116
TEST_00148,39.390965765093114
TEST_00149,96.66209722431516
TEST_00150,90.32637222651901
TEST_00151,30.57848537047351
TEST_00152,76.34367870669618
TEST_00153,31.241273694750994
TEST_00154,66.27259483576904
TEST_00155,21.003873448570832
TEST_00156,5.229304675626786
TEST_00157,104.79169684787685
TEST_00158,63.610018242836844
TEST_00159,70.71510861785812
TEST_00160,61.73617725779297
TEST_00161,70.19129522383956
TEST_00162,35.600206450838726
TEST_00163,103.15715228466206
TEST_00164,121.33583104251932
TEST_00165,21.828331023601987
TEST_00166,104.37396112860404
TEST_00167,99.83792874121997
TEST_00168,77.71483732505554
TEST_00169,12.877136765021003
TEST_00170,23.07307496099469
TEST_00171,48.22311462259106
TEST_00172,27.94195803434487
TEST_00173,23.86000281655086
TEST_00174,57.697223500610505
TEST_00175,39.79069360939629
TEST_00176,30.10971049630984
TEST_00177,48.42540244657717
TEST_00178,70.6910557396841
TEST_00179,32.3759641806671
TEST_00180,12.255882273253103
TEST_00181,21.436242751007804
TEST_00182,56.090655233194404
TEST_00183,9.713178370895983
TEST_00184,25.204665983437668
TEST_00185,103.17919526389007
TEST_00186,49.767583621757964
TEST_00187,38.76132349853972
TEST_00188,53.827466213383886
TEST_00189,43.77185604909132
TEST_00190,66.31057784903226
TEST_00191,50.38874667644051
TEST_00192,39.01472438823844
TEST_00193,99.33787985777435
TEST_00194,70.62126775936447
TEST_00195,68.62565074913631
TEST_00196,30.801322178817212
TEST_00197,53.764962869648265
TEST_00198,48.67251175897158
TEST_00199,14.764817306096157
TEST_00200,45.87215784566419
TEST_00201,28.09634211696188
TEST_00202,37.39201368108388
TEST_00203,38.8009655028614
TEST_00204,32.07309789138099
TEST_00205,74.04541933089283
TEST_00206,49.58277503346353
TEST_00207,49.722083442376935
TEST_00208,25.04414175454629
TEST_00209,84.99323595753296
TEST_00210,52.3207834402701
TEST_00211,24.7376928054349
TEST_00212,30.752963607688468
TEST_00213,78.19613914968838
TEST_00214,75.13250084397498
TEST_00215,37.411192143051466
TEST_00216,100.64567744174275
TEST_00217,130.49550076491764
TEST_00218,20.641601208002587
TEST_00219,27.31902822474949
TEST_00220,33.734208281591876
TEST_00221,35.55890496500885
TEST_00222,43.66137901952736
TEST_00223,27.723319327895265
TEST_00224,50.16397375262891
TEST_00225,14.605954241214057
TEST_00226,45.67052624322969
TEST_00227,104.52408742165764
TEST_00228,52.31396043629496
TEST_00229,55.880544073571784
TEST_00230,36.057075184654806
TEST_00231,122.27968636061625
TEST_00232,125.3730860901877
TEST_00233,52.866062614717535
TEST_00234,40.50434223386933
TEST_00235,17.318955970216596
TEST_00236,22.43302680754745
TEST_00237,40.76911821529856
TEST_00238,62.51833623880609
TEST_00239,13.746952737371503
TEST_00240,7.788722501082381
TEST_00241,12.42641477037684
TEST_00242,30.351128862217323
TEST_00243,107.17954285019421
TEST_00244,27.435515272100226
TEST_00245,43.54246374611688
TEST_00246,108.41966249362336
TEST_00247,41.198765381024856
TEST_00248,14.44956928597318
TEST_00249,12.299687299599565
TEST_00250,74.23765036839465
TEST_00251,36.133341753117655
TEST_00252,26.74546021862537
TEST_00253,26.483693431466612
TEST_00254,47.14754855536733
TEST_00255,37.74819029277233
TEST_00256,95.40568077202093
TEST_00257,139.78927299523875
TEST_00258,64.1359149395525
TEST_00259,43.57843127872204
TEST_00260,40.62637917667909
TEST_00261,101.82120007099013
TEST_00262,48.25956309103223
TEST_00263,13.817427393138292
TEST_00264,102.65225846756213
TEST_00265,34.285351652157956
TEST_00266,18.091801071518315
TEST_00267,26.555646854101983
TEST_00268,60.36916908707785
TEST_00269,16.420304211264792
TEST_00270,38.99606979031283
TEST_00271,21.88230962427142
TEST_00272,23.257555727342005
TEST_00273,18.674371572228537
TEST_00274,126.90577627144071
TEST_00275,101.48476732243529
TEST_00276,23.14267304404714
TEST_00277,57.83398303364378
TEST_00278,38.89954642858396
TEST_00279,35.29339166244025
TEST_00280,53.72401965042528
TEST_00281,10.436623482388093
TEST_00282,6.654930243768637
TEST_00283,29.75189323818353
TEST_00284,30.607565612501432
TEST_00285,91.57994289169525
TEST_00286,125.52156867490783
TEST_00287,104.72711460092111
TEST_00288,122.40453129509177
TEST_00289,60.91247126576296
TEST_00290,76.40896402315695
TEST_00291,26.26434691515266
TEST_00292,20.313478949384674
TEST_00293,9.276910732657617
TEST_00294,52.19722296364266
TEST_00295,28.22738482985961
TEST_00296,25.01651270775201
TEST_00297,46.09849229466845
TEST_00298,12.448102647252577
TEST_00299,5.722643665853637
TEST_00300,26.289128962253578
TEST_00301,19.891690916245572
TEST_00302,34.71947465480038
TEST_00303,92.40380501383555
TEST_00304,39.165225369509656
TEST_00305,70.82220766468548
TEST_00306,41.20859186879979
TEST_00307,27.67197232186862
TEST_00308,26.02658280842399
TEST_00309,55.89871646797168
TEST_00310,29.331692711207456
TEST_00311,26.99393189967672
TEST_00312,26.400188582101
