ID,가격
TEST_00000,92.72629
TEST_00001,27.347237
TEST_00002,86.068375
TEST_00003,127.90515
TEST_00004,49.5313
TEST_00005,40.697556
TEST_00006,75.50857
TEST_00007,50.07256
TEST_00008,50.46992
TEST_00009,22.504848
TEST_00010,23.55156
TEST_00011,8.9844885
TEST_00012,50.863552
TEST_00013,42.549255
TEST_00014,28.40841
TEST_00015,71.38471
TEST_00016,10.493568
TEST_00017,125.62783
TEST_00018,21.489319
TEST_00019,46.3495
TEST_00020,58.303413
TEST_00021,32.813084
TEST_00022,116.19474
TEST_00023,121.06461
TEST_00024,105.229164
TEST_00025,50.40817
TEST_00026,25.641634
TEST_00027,53.096684
TEST_00028,32.037945
TEST_00029,87.69832
TEST_00030,117.83128
TEST_00031,95.78762
TEST_00032,30.08328
TEST_00033,19.079054
TEST_00034,24.386301
TEST_00035,70.97139
TEST_00036,28.251913
TEST_00037,29.68377
TEST_00038,29.452187
TEST_00039,54.17902
TEST_00040,62.626144
TEST_00041,74.04687
TEST_00042,7.950129
TEST_00043,85.69301
TEST_00044,49.799335
TEST_00045,108.22551
TEST_00046,54.31202
TEST_00047,122.42905
TEST_00048,111.87934
TEST_00049,23.352024
TEST_00050,16.160896
TEST_00051,32.626675
TEST_00052,34.21986
TEST_00053,36.572746
TEST_00054,35.76006
TEST_00055,31.87951
TEST_00056,89.57347
TEST_00057,6.793588
TEST_00058,112.13495
TEST_00059,57.034443
TEST_00060,34.206203
TEST_00061,98.54301
TEST_00062,20.287434
TEST_00063,9.469304
TEST_00064,58.49375
TEST_00065,45.098587
TEST_00066,35.76551
TEST_00067,9.447492
TEST_00068,65.51523
TEST_00069,148.40024
TEST_00070,118.733406
TEST_00071,46.843254
TEST_00072,77.379875
TEST_00073,29.878881
TEST_00074,24.281359
TEST_00075,117.16103
TEST_00076,15.474047
TEST_00077,114.43078
TEST_00078,31.008247
TEST_00079,27.941544
TEST_00080,17.75418
TEST_00081,86.15964
TEST_00082,106.70582
TEST_00083,22.252502
TEST_00084,26.647438
TEST_00085,46.054474
TEST_00086,42.241314
TEST_00087,40.406643
TEST_00088,26.63615
TEST_00089,30.371609
TEST_00090,23.018288
TEST_00091,26.694735
TEST_00092,37.262184
TEST_00093,10.606985
TEST_00094,35.455975
TEST_00095,82.3207
TEST_00096,7.798066
TEST_00097,50.846478
TEST_00098,26.888027
TEST_00099,30.68731
TEST_00100,19.927544
TEST_00101,93.775085
TEST_00102,42.31308
TEST_00103,29.686396
TEST_00104,20.824848
TEST_00105,21.99476
TEST_00106,25.114626
TEST_00107,25.898687
TEST_00108,87.63591
TEST_00109,30.410576
TEST_00110,28.171707
TEST_00111,125.52352
TEST_00112,60.561207
TEST_00113,108.0996
TEST_00114,10.323951
TEST_00115,18.830332
TEST_00116,44.572197
TEST_00117,49.07188
TEST_00118,10.005481
TEST_00119,19.366549
TEST_00120,9.425007
TEST_00121,57.380905
TEST_00122,20.728355
TEST_00123,33.47054
TEST_00124,29.232582
TEST_00125,79.9083
TEST_00126,35.501797
TEST_00127,21.870285
TEST_00128,100.98638
TEST_00129,52.60778
TEST_00130,27.764856
TEST_00131,19.051306
TEST_00132,61.753757
TEST_00133,23.706936
TEST_00134,119.76264
TEST_00135,19.677872
TEST_00136,17.605923
TEST_00137,13.701427
TEST_00138,23.120584
TEST_00139,49.781563
TEST_00140,106.85426
TEST_00141,121.87636
TEST_00142,31.76488
TEST_00143,24.816544
TEST_00144,32.9916
TEST_00145,21.926367
TEST_00146,100.762566
TEST_00147,55.64566
TEST_00148,40.2234
TEST_00149,92.682144
TEST_00150,97.20227
TEST_00151,30.653957
TEST_00152,75.390755
TEST_00153,30.29669
TEST_00154,67.44844
TEST_00155,21.486576
TEST_00156,3.8089712
TEST_00157,102.16035
TEST_00158,71.9498
TEST_00159,69.3907
TEST_00160,62.33838
TEST_00161,71.82335
TEST_00162,36.30806
TEST_00163,99.81433
TEST_00164,120.518295
TEST_00165,20.98519
TEST_00166,106.45426
TEST_00167,103.38058
TEST_00168,77.36578
TEST_00169,12.712065
TEST_00170,22.457449
TEST_00171,49.912308
TEST_00172,25.600245
TEST_00173,23.091866
TEST_00174,58.818718
TEST_00175,38.150852
TEST_00176,29.150255
TEST_00177,45.581944
TEST_00178,69.333626
TEST_00179,31.808979
TEST_00180,11.412552
TEST_00181,21.428413
TEST_00182,57.832092
TEST_00183,9.938919
TEST_00184,24.29318
TEST_00185,102.199295
TEST_00186,51.32301
TEST_00187,38.165535
TEST_00188,71.12362
TEST_00189,42.430317
TEST_00190,68.54393
TEST_00191,51.85854
TEST_00192,40.117256
TEST_00193,104.752846
TEST_00194,79.25591
TEST_00195,63.198097
TEST_00196,31.461401
TEST_00197,53.70379
TEST_00198,41.0217
TEST_00199,15.509186
TEST_00200,48.8417
TEST_00201,28.49125
TEST_00202,36.37467
TEST_00203,38.79932
TEST_00204,31.937963
TEST_00205,70.69516
TEST_00206,51.522438
TEST_00207,49.59304
TEST_00208,24.79573
TEST_00209,85.73101
TEST_00210,51.513706
TEST_00211,25.517935
TEST_00212,31.27714
TEST_00213,76.291336
TEST_00214,74.83544
TEST_00215,38.4165
TEST_00216,100.49473
TEST_00217,131.14893
TEST_00218,20.485292
TEST_00219,21.988474
TEST_00220,33.693798
TEST_00221,35.41077
TEST_00222,43.016003
TEST_00223,27.526243
TEST_00224,53.85814
TEST_00225,15.331803
TEST_00226,45.29375
TEST_00227,104.875916
TEST_00228,55.3006
TEST_00229,53.707256
TEST_00230,35.904346
TEST_00231,120.09793
TEST_00232,125.202324
TEST_00233,55.88925
TEST_00234,77.130325
TEST_00235,17.760765
TEST_00236,21.41462
TEST_00237,41.434772
TEST_00238,61.263195
TEST_00239,15.904166
TEST_00240,7.311289
TEST_00241,14.355668
TEST_00242,46.103313
TEST_00243,106.53694
TEST_00244,28.523762
TEST_00245,46.01014
TEST_00246,108.05272
TEST_00247,38.43184
TEST_00248,14.296383
TEST_00249,12.090856
TEST_00250,73.3971
TEST_00251,36.286583
TEST_00252,28.729593
TEST_00253,26.629137
TEST_00254,56.455723
TEST_00255,36.350475
TEST_00256,93.594055
TEST_00257,128.92049
TEST_00258,67.32629
TEST_00259,44.07952
TEST_00260,41.079926
TEST_00261,101.80223
TEST_00262,49.473736
TEST_00263,12.766693
TEST_00264,99.04866
TEST_00265,34.286907
TEST_00266,18.33492
TEST_00267,26.401058
TEST_00268,60.65189
TEST_00269,18.744915
TEST_00270,40.53449
TEST_00271,22.801584
TEST_00272,21.523262
